order_id,product,price,conversion,order_date,campaign
176,Frypan,75000,1,2025-01-08 07:00:00,Social
177,Frypan,75000,1,2025-01-08 08:00:00,Social
178,Frypan,75000,1,2025-01-08 09:00:00,Social
179,Frypan,75000,1,2025-01-08 10:00:00,Social
180,Frypan,75000,1,2025-01-08 11:00:00,Social
181,Frypan,75000,1,2025-01-08 12:00:00,Social
182,Frypan,75000,1,2025-01-08 13:00:00,Social
183,Frypan,75000,1,2025-01-08 14:00:00,Social
184,Frypan,75000,1,2025-01-08 15:00:00,Social
185,Frypan,75000,1,2025-01-08 16:00:00,Social
186,Frypan,75000,1,2025-01-08 17:00:00,Social
187,Frypan,75000,1,2025-01-08 18:00:00,Social
188,Frypan,75000,1,2025-01-08 19:00:00,Social
189,Frypan,75000,1,2025-01-08 20:00:00,Social
190,Frypan,75000,1,2025-01-08 21:00:00,Social
191,Frypan,75000,1,2025-01-08 22:00:00,Social
192,Frypan,75000,1,2025-01-08 23:00:00,Social
193,Frypan,75000,1,2025-01-09 00:00:00,Social
194,Frypan,75000,1,2025-01-09 01:00:00,Social
195,Frypan,75000,1,2025-01-09 02:00:00,Social
196,Frypan,75000,1,2025-01-09 03:00:00,Social
197,Frypan,75000,1,2025-01-09 04:00:00,Social
198,Frypan,75000,1,2025-01-09 05:00:00,Social
199,Frypan,75000,1,2025-01-09 06:00:00,Social
200,Frypan,75000,1,2025-01-09 07:00:00,Social
201,Frypan,75000,1,2025-01-09 08:00:00,Social
202,Frypan,75000,1,2025-01-09 09:00:00,Social
203,Frypan,75000,1,2025-01-09 10:00:00,Social
204,Frypan,75000,1,2025-01-09 11:00:00,Social
205,Frypan,75000,1,2025-01-09 12:00:00,Social
206,Frypan,75000,1,2025-01-09 13:00:00,Social
207,Frypan,75000,1,2025-01-09 14:00:00,Social
208,Frypan,75000,1,2025-01-09 15:00:00,Social
209,Frypan,75000,1,2025-01-09 16:00:00,Social
210,Frypan,75000,1,2025-01-09 17:00:00,Social
211,Frypan,75000,1,2025-01-09 18:00:00,Social
212,Frypan,75000,1,2025-01-09 19:00:00,Social
213,Frypan,75000,1,2025-01-09 20:00:00,Social
214,Frypan,75000,1,2025-01-09 21:00:00,Social
215,Frypan,75000,1,2025-01-09 22:00:00,Social
216,Frypan,75000,1,2025-01-09 23:00:00,Social
217,Frypan,75000,1,2025-01-10 00:00:00,Social
218,Frypan,75000,1,2025-01-10 01:00:00,Social
219,Frypan,75000,1,2025-01-10 02:00:00,Social
220,Frypan,75000,1,2025-01-10 03:00:00,Social
221,Frypan,75000,1,2025-01-10 04:00:00,Social
222,Frypan,75000,1,2025-01-10 05:00:00,Social
223,Frypan,75000,1,2025-01-10 06:00:00,Social
224,Frypan,75000,1,2025-01-10 07:00:00,Social
225,Frypan,75000,1,2025-01-10 08:00:00,Social
226,Frypan,75000,1,2025-01-10 09:00:00,Social
227,Frypan,75000,1,2025-01-10 10:00:00,Social
228,Frypan,75000,1,2025-01-10 11:00:00,Social
229,Frypan,75000,1,2025-01-10 12:00:00,Social
230,Frypan,75000,1,2025-01-10 13:00:00,Social
231,Frypan,75000,1,2025-01-10 14:00:00,Social
232,Frypan,75000,1,2025-01-10 15:00:00,Social
233,Frypan,75000,1,2025-01-10 16:00:00,Social
234,Frypan,75000,1,2025-01-10 17:00:00,Social
235,Frypan,75000,1,2025-01-10 18:00:00,Social
236,Frypan,75000,1,2025-01-10 19:00:00,Social
237,Frypan,75000,1,2025-01-10 20:00:00,Social
238,Frypan,75000,1,2025-01-10 21:00:00,Social
239,Frypan,75000,1,2025-01-10 22:00:00,Social
240,Frypan,75000,1,2025-01-10 23:00:00,Social
241,Frypan,75000,0,2025-01-11 00:00:00,Social
242,Frypan,75000,0,2025-01-11 01:00:00,Social
243,Frypan,75000,0,2025-01-11 02:00:00,Social
244,Frypan,75000,0,2025-01-11 03:00:00,Social
245,Frypan,75000,0,2025-01-11 04:00:00,Social
246,Frypan,75000,0,2025-01-11 05:00:00,Social
247,Frypan,75000,0,2025-01-11 06:00:00,Social
248,Frypan,75000,0,2025-01-11 07:00:00,Social
249,Frypan,75000,0,2025-01-11 08:00:00,Social
250,Frypan,75000,0,2025-01-11 09:00:00,Social
251,Frypan,75000,0,2025-01-11 10:00:00,Social
252,Frypan,75000,0,2025-01-11 11:00:00,Social
253,Frypan,75000,0,2025-01-11 12:00:00,Social
254,Frypan,75000,0,2025-01-11 13:00:00,Social
255,Frypan,75000,0,2025-01-11 14:00:00,Social
256,Frypan,75000,0,2025-01-11 15:00:00,Social
257,Frypan,75000,0,2025-01-11 16:00:00,Social
258,Frypan,75000,0,2025-01-11 17:00:00,Social
259,Frypan,75000,0,2025-01-11 18:00:00,Social
260,Frypan,75000,0,2025-01-11 19:00:00,Social
261,Frypan,75000,0,2025-01-11 20:00:00,Social
262,Frypan,75000,0,2025-01-11 21:00:00,Social
263,Frypan,75000,0,2025-01-11 22:00:00,Social
264,Frypan,75000,0,2025-01-11 23:00:00,Social
265,Frypan,75000,0,2025-01-12 00:00:00,Social
266,Frypan,75000,0,2025-01-12 01:00:00,Social
267,Frypan,75000,0,2025-01-12 02:00:00,Social
268,Frypan,75000,0,2025-01-12 03:00:00,Social
269,Frypan,75000,0,2025-01-12 04:00:00,Social
270,Frypan,75000,0,2025-01-12 05:00:00,Social
271,Frypan,75000,0,2025-01-12 06:00:00,Social
272,Frypan,75000,0,2025-01-12 07:00:00,Social
273,Frypan,75000,0,2025-01-12 08:00:00,Social
274,Frypan,75000,0,2025-01-12 09:00:00,Social
275,Frypan,75000,0,2025-01-12 10:00:00,Social
276,Frypan,75000,0,2025-01-12 11:00:00,Social
277,Frypan,75000,0,2025-01-12 12:00:00,Social
278,Frypan,75000,0,2025-01-12 13:00:00,Social
279,Frypan,75000,0,2025-01-12 14:00:00,Social
280,Frypan,75000,0,2025-01-12 15:00:00,Social
281,Frypan,75000,0,2025-01-12 16:00:00,Social
282,Frypan,75000,0,2025-01-12 17:00:00,Social
283,Frypan,75000,0,2025-01-12 18:00:00,Social
284,Frypan,75000,0,2025-01-12 19:00:00,Social
285,Frypan,75000,0,2025-01-12 20:00:00,Social
286,Frypan,75000,0,2025-01-12 21:00:00,Social
287,Frypan,75000,0,2025-01-12 22:00:00,Social
288,Frypan,75000,0,2025-01-12 23:00:00,Social
289,Frypan,75000,0,2025-01-13 00:00:00,Social
290,Frypan,75000,0,2025-01-13 01:00:00,Social
291,Frypan,75000,0,2025-01-13 02:00:00,Social
292,Frypan,75000,0,2025-01-13 03:00:00,Social
293,Frypan,75000,0,2025-01-13 04:00:00,Social
294,Frypan,75000,0,2025-01-13 05:00:00,Social
295,Frypan,75000,0,2025-01-13 06:00:00,Social
296,Frypan,75000,0,2025-01-13 07:00:00,Social
297,Frypan,75000,0,2025-01-13 08:00:00,Social
298,Frypan,75000,0,2025-01-13 09:00:00,Social
299,Frypan,75000,0,2025-01-13 10:00:00,Social
300,Frypan,75000,0,2025-01-13 11:00:00,Social
301,Knife,45000,1,2025-01-13 12:00:00,Social
302,Knife,45000,1,2025-01-13 13:00:00,Social
303,Knife,45000,1,2025-01-13 14:00:00,Social
304,Knife,45000,1,2025-01-13 15:00:00,Social
305,Knife,45000,1,2025-01-13 16:00:00,Social
306,Knife,45000,1,2025-01-13 17:00:00,Social
307,Knife,45000,1,2025-01-13 18:00:00,Social
308,Knife,45000,1,2025-01-13 19:00:00,Social
309,Knife,45000,1,2025-01-13 20:00:00,Social
310,Knife,45000,1,2025-01-13 21:00:00,Social
311,Knife,45000,1,2025-01-13 22:00:00,Social
312,Knife,45000,1,2025-01-13 23:00:00,Social
313,Knife,45000,1,2025-01-14 00:00:00,Social
314,Knife,45000,1,2025-01-14 01:00:00,Social
315,Knife,45000,1,2025-01-14 02:00:00,Social
316,Knife,45000,1,2025-01-14 03:00:00,Social
317,Knife,45000,1,2025-01-14 04:00:00,Social
318,Knife,45000,1,2025-01-14 05:00:00,Social
319,Knife,45000,1,2025-01-14 06:00:00,Social
320,Knife,45000,1,2025-01-14 07:00:00,Social
321,Knife,45000,1,2025-01-14 08:00:00,Social
322,Knife,45000,1,2025-01-14 09:00:00,Social
323,Knife,45000,1,2025-01-14 10:00:00,Social
324,Knife,45000,1,2025-01-14 11:00:00,Social
325,Knife,45000,1,2025-01-14 12:00:00,Social
326,Knife,45000,1,2025-01-14 13:00:00,Social
327,Knife,45000,1,2025-01-14 14:00:00,Social
328,Knife,45000,1,2025-01-14 15:00:00,Social
329,Knife,45000,1,2025-01-14 16:00:00,Social
330,Knife,45000,1,2025-01-14 17:00:00,Social
331,Knife,45000,1,2025-01-14 18:00:00,Social
332,Knife,45000,1,2025-01-14 19:00:00,Social
333,Knife,45000,1,2025-01-14 20:00:00,Social
334,Knife,45000,1,2025-01-14 21:00:00,Social
335,Knife,45000,1,2025-01-14 22:00:00,Social
336,Knife,45000,1,2025-01-14 23:00:00,Social
337,Knife,45000,1,2025-01-15 00:00:00,Social
338,Knife,45000,1,2025-01-15 01:00:00,Social
339,Knife,45000,1,2025-01-15 02:00:00,Social
340,Knife,45000,1,2025-01-15 03:00:00,Social
341,Knife,45000,1,2025-01-15 04:00:00,Social
342,Knife,45000,1,2025-01-15 05:00:00,Social
343,Knife,45000,1,2025-01-15 06:00:00,Social
344,Knife,45000,1,2025-01-15 07:00:00,Social
345,Knife,45000,1,2025-01-15 08:00:00,Social
346,Knife,45000,1,2025-01-15 09:00:00,Social
347,Knife,45000,1,2025-01-15 10:00:00,Social
348,Knife,45000,1,2025-01-15 11:00:00,Social
349,Knife,45000,1,2025-01-15 12:00:00,Social
350,Knife,45000,1,2025-01-15 13:00:00,Social
351,Knife,45000,1,2025-01-15 14:00:00,Social
352,Knife,45000,1,2025-01-15 15:00:00,Social
353,Knife,45000,1,2025-01-15 16:00:00,Social
354,Knife,45000,1,2025-01-15 17:00:00,Social
355,Knife,45000,1,2025-01-15 18:00:00,Social
356,Knife,45000,1,2025-01-15 19:00:00,Social
357,Knife,45000,1,2025-01-15 20:00:00,Social
358,Knife,45000,1,2025-01-15 21:00:00,Social
359,Knife,45000,1,2025-01-15 22:00:00,Social
360,Knife,45000,1,2025-01-15 23:00:00,Social
361,Knife,45000,1,2025-01-16 00:00:00,Social
362,Knife,45000,1,2025-01-16 01:00:00,Social
363,Knife,45000,1,2025-01-16 02:00:00,Social
364,Knife,45000,1,2025-01-16 03:00:00,Social
365,Knife,45000,1,2025-01-16 04:00:00,Social
366,Knife,45000,1,2025-01-16 05:00:00,Social
367,Knife,45000,1,2025-01-16 06:00:00,Social
368,Knife,45000,1,2025-01-16 07:00:00,Social
369,Knife,45000,1,2025-01-16 08:00:00,Social
370,Knife,45000,1,2025-01-16 09:00:00,Social
371,Knife,45000,1,2025-01-16 10:00:00,Social
372,Knife,45000,1,2025-01-16 11:00:00,Social
373,Knife,45000,1,2025-01-16 12:00:00,Social
374,Knife,45000,1,2025-01-16 13:00:00,Social
375,Knife,45000,1,2025-01-16 14:00:00,Social
376,Knife,45000,1,2025-01-16 15:00:00,Social
377,Knife,45000,1,2025-01-16 16:00:00,Social
378,Knife,45000,1,2025-01-16 17:00:00,Social
379,Knife,45000,1,2025-01-16 18:00:00,Social
380,Knife,45000,1,2025-01-16 19:00:00,Social
381,Knife,45000,1,2025-01-16 20:00:00,Social
382,Knife,45000,1,2025-01-16 21:00:00,Social
383,Knife,45000,1,2025-01-16 22:00:00,Social
384,Knife,45000,1,2025-01-16 23:00:00,Social
385,Knife,45000,1,2025-01-17 00:00:00,Social
386,Knife,45000,1,2025-01-17 01:00:00,Social
387,Knife,45000,1,2025-01-17 02:00:00,Social
388,Knife,45000,1,2025-01-17 03:00:00,Social
389,Knife,45000,1,2025-01-17 04:00:00,Social
390,Knife,45000,1,2025-01-17 05:00:00,Social
391,Knife,45000,1,2025-01-17 06:00:00,Social
392,Knife,45000,1,2025-01-17 07:00:00,Social
393,Knife,45000,1,2025-01-17 08:00:00,Social
394,Knife,45000,1,2025-01-17 09:00:00,Social
395,Knife,45000,1,2025-01-17 10:00:00,Social
396,Knife,45000,1,2025-01-17 11:00:00,Social
397,Knife,45000,1,2025-01-17 12:00:00,Social
398,Knife,45000,1,2025-01-17 13:00:00,Social
399,Knife,45000,1,2025-01-17 14:00:00,Social
400,Knife,45000,1,2025-01-17 15:00:00,Social
401,Knife,45000,1,2025-01-17 16:00:00,Search
402,Knife,45000,1,2025-01-17 17:00:00,Search
403,Knife,45000,1,2025-01-17 18:00:00,Search
404,Knife,45000,1,2025-01-17 19:00:00,Search
405,Knife,45000,1,2025-01-17 20:00:00,Search
406,Knife,45000,1,2025-01-17 21:00:00,Search
407,Knife,45000,1,2025-01-17 22:00:00,Search
408,Knife,45000,1,2025-01-17 23:00:00,Search
409,Knife,45000,1,2025-01-18 00:00:00,Search
410,Knife,45000,1,2025-01-18 01:00:00,Search
411,Knife,45000,1,2025-01-18 02:00:00,Search
412,Knife,45000,1,2025-01-18 03:00:00,Search
413,Knife,45000,1,2025-01-18 04:00:00,Search
414,Knife,45000,1,2025-01-18 05:00:00,Search
415,Knife,45000,1,2025-01-18 06:00:00,Search
416,Knife,45000,1,2025-01-18 07:00:00,Search
417,Knife,45000,1,2025-01-18 08:00:00,Search
418,Knife,45000,1,2025-01-18 09:00:00,Search
419,Knife,45000,1,2025-01-18 10:00:00,Search
420,Knife,45000,1,2025-01-18 11:00:00,Search
421,Knife,45000,1,2025-01-18 12:00:00,Search
422,Knife,45000,1,2025-01-18 13:00:00,Search
423,Knife,45000,1,2025-01-18 14:00:00,Search
424,Knife,45000,1,2025-01-18 15:00:00,Search
425,Knife,45000,1,2025-01-18 16:00:00,Search
426,Knife,45000,1,2025-01-18 17:00:00,Search
427,Knife,45000,1,2025-01-18 18:00:00,Search
428,Knife,45000,1,2025-01-18 19:00:00,Search
429,Knife,45000,1,2025-01-18 20:00:00,Search
430,Knife,45000,1,2025-01-18 21:00:00,Search
431,Knife,45000,1,2025-01-18 22:00:00,Search
432,Knife,45000,1,2025-01-18 23:00:00,Search
433,Knife,45000,1,2025-01-19 00:00:00,Search
434,Knife,45000,1,2025-01-19 01:00:00,Search
435,Knife,45000,1,2025-01-19 02:00:00,Search
436,Knife,45000,1,2025-01-19 03:00:00,Search
437,Knife,45000,1,2025-01-19 04:00:00,Search
438,Knife,45000,1,2025-01-19 05:00:00,Search
439,Knife,45000,1,2025-01-19 06:00:00,Search
440,Knife,45000,1,2025-01-19 07:00:00,Search
441,Knife,45000,1,2025-01-19 08:00:00,Search
442,Knife,45000,1,2025-01-19 09:00:00,Search
443,Knife,45000,1,2025-01-19 10:00:00,Search
444,Knife,45000,1,2025-01-19 11:00:00,Search
445,Knife,45000,1,2025-01-19 12:00:00,Search
446,Knife,45000,1,2025-01-19 13:00:00,Search
447,Knife,45000,1,2025-01-19 14:00:00,Search
448,Knife,45000,1,2025-01-19 15:00:00,Search
449,Knife,45000,1,2025-01-19 16:00:00,Search
450,Knife,45000,1,2025-01-19 17:00:00,Search
451,Knife,45000,1,2025-01-19 18:00:00,Search
452,Knife,45000,1,2025-01-19 19:00:00,Search
453,Knife,45000,1,2025-01-19 20:00:00,Search
454,Knife,45000,1,2025-01-19 21:00:00,Search
455,Knife,45000,1,2025-01-19 22:00:00,Search
456,Knife,45000,1,2025-01-19 23:00:00,Search
457,Knife,45000,1,2025-01-20 00:00:00,Search
458,Knife,45000,1,2025-01-20 01:00:00,Search
459,Knife,45000,1,2025-01-20 02:00:00,Search
460,Knife,45000,1,2025-01-20 03:00:00,Search
461,Knife,45000,1,2025-01-20 04:00:00,Search
462,Knife,45000,1,2025-01-20 05:00:00,Search
463,Knife,45000,1,2025-01-20 06:00:00,Search
464,Knife,45000,1,2025-01-20 07:00:00,Search
465,Knife,45000,1,2025-01-20 08:00:00,Search
466,Knife,45000,1,2025-01-20 09:00:00,Search
467,Knife,45000,1,2025-01-20 10:00:00,Search
468,Knife,45000,1,2025-01-20 11:00:00,Search
469,Knife,45000,1,2025-01-20 12:00:00,Search
470,Knife,45000,1,2025-01-20 13:00:00,Search
471,Knife,45000,1,2025-01-20 14:00:00,Search
472,Knife,45000,1,2025-01-20 15:00:00,Search
473,Knife,45000,1,2025-01-20 16:00:00,Search
474,Knife,45000,1,2025-01-20 17:00:00,Search
475,Knife,45000,1,2025-01-20 18:00:00,Search
476,Knife,45000,1,2025-01-20 19:00:00,Search
477,Knife,45000,1,2025-01-20 20:00:00,Search
478,Knife,45000,1,2025-01-20 21:00:00,Search
479,Knife,45000,1,2025-01-20 22:00:00,Search
480,Knife,45000,1,2025-01-20 23:00:00,Search
481,Knife,45000,1,2025-01-21 00:00:00,Search
482,Knife,45000,1,2025-01-21 01:00:00,Search
483,Knife,45000,1,2025-01-21 02:00:00,Search
484,Knife,45000,1,2025-01-21 03:00:00,Search
485,Knife,45000,1,2025-01-21 04:00:00,Search
486,Knife,45000,1,2025-01-21 05:00:00,Search
487,Knife,45000,1,2025-01-21 06:00:00,Search
488,Knife,45000,1,2025-01-21 07:00:00,Search
489,Knife,45000,1,2025-01-21 08:00:00,Search
490,Knife,45000,1,2025-01-21 09:00:00,Search
491,Knife,45000,1,2025-01-21 10:00:00,Search
492,Knife,45000,1,2025-01-21 11:00:00,Search
493,Knife,45000,1,2025-01-21 12:00:00,Search
494,Knife,45000,1,2025-01-21 13:00:00,Search
495,Knife,45000,1,2025-01-21 14:00:00,Search
496,Knife,45000,1,2025-01-21 15:00:00,Search
497,Knife,45000,1,2025-01-21 16:00:00,Search
498,Knife,45000,1,2025-01-21 17:00:00,Search
499,Knife,45000,1,2025-01-21 18:00:00,Search
500,Knife,45000,1,2025-01-21 19:00:00,Search
501,Knife,45000,0,2025-01-21 20:00:00,Search
502,Knife,45000,0,2025-01-21 21:00:00,Search
503,Knife,45000,0,2025-01-21 22:00:00,Search
504,Knife,45000,0,2025-01-21 23:00:00,Search
505,Knife,45000,0,2025-01-22 00:00:00,Search
